list-none-none,1,10,1,30,205279,6842
list-none-none,1,100,1,300,177748,592
list-none-none,1,1000,1,3000,264831,88
list-none-none,1,10000,1,30000,859732,28
list-none-none,1,20000,1,60000,1388166,23
list-none-none,2,10,1,60,198378,3306
list-none-none,2,100,1,600,189890,316
list-none-none,4,10,1,120,223321,1861
list-none-none,8,10,1,240,350186,1459
list-none-none,12,10,1,360,1163994,3233
list-none-none,12,100,1,3600,491570,136
list-i-none,2,2,1,12,194143,16178
list-i-none,2,4,1,24,264945,11039
list-i-none,4,2,1,24,265231,11051
list-i-none,4,4,1,48,237185,4941
list-i-none,4,8,1,96,232539,2422
list-i-none,4,16,1,192,258663,1347
list-i-none,8,2,1,48,1158552,24136
list-i-none,8,4,1,96,395103,4115
list-i-none,8,8,1,192,1153036,6005
list-i-none,8,16,1,384,1122581,2923
list-i-none,12,2,1,72,1096843,15233
list-i-none,12,8,1,288,830039,2882
list-d-none,2,2,1,12,177263,14771
list-d-none,2,4,1,24,179978,7499
list-d-none,2,8,1,48,187974,3916
list-d-none,4,2,1,24,270924,11288
list-d-none,4,4,1,48,249118,5189
list-d-none,4,8,1,96,263707,2746
list-d-none,8,2,1,48,372621,7762
list-d-none,8,4,1,96,734499,7651
list-d-none,8,8,1,192,778494,4054
list-d-none,8,16,1,384,1135959,2958
list-d-none,12,2,1,72,1160223,16114
list-d-none,12,4,1,144,818999,5687
list-d-none,12,16,1,576,837451,1453
list-il-none,2,2,1,12,176101,14675
list-il-none,2,4,1,24,176318,7346
list-il-none,2,8,1,48,180922,3769
list-il-none,4,2,1,24,247791,10324
list-il-none,4,4,1,48,228693,4764
list-il-none,4,8,1,96,249628,2600
list-il-none,8,2,1,48,729692,15201
list-il-none,8,4,1,96,1153124,12011
list-il-none,8,8,1,192,929696,4842
list-il-none,12,2,1,72,1009530,14021
list-il-none,12,4,1,144,1088788,7561
list-dl-none,2,2,1,12,215695,17974
list-dl-none,4,2,1,24,271809,11325
list-dl-none,8,2,1,48,827685,17243
list-dl-none,8,4,1,96,399702,4163
list-dl-none,8,8,1,192,376732,1962
list-dl-none,12,2,1,72,544851,7567
list-dl-none,12,4,1,144,920250,6390
list-dl-none,12,8,1,288,1296057,4500
list-i-m,12,32,1,1152,974884,846
list-d-m,12,32,1,1152,487678,423
list-il-m,12,32,1,1152,1247521,1082
list-dl-m,12,32,1,1152,1232991,1070
list-i-s,12,32,1,1152,1339126,1162
list-d-s,12,32,1,1152,1090963,947
list-il-s,12,32,1,1152,1103422,957
list-dl-s,12,32,1,1152,1123362,975
list-none-none,1,1000,1,3000,228946,76
list-none-m,1,1000,1,3000,222099,74
list-none-m,2,1000,1,6000,243869,40
list-none-m,4,1000,1,12000,485974,40
list-none-m,8,1000,1,24000,969153,40
list-none-m,12,1000,1,36000,1478870,41
list-none-m,16,1000,1,48000,2689621,56
list-none-m,24,1000,1,72000,4331461,60
list-none-s,1,1000,1,3000,221671,73
list-none-s,2,1000,1,6000,411364,68
list-none-s,4,1000,1,12000,1134036,94
list-none-s,8,1000,1,24000,7695307,320
list-none-s,12,1000,1,36000,13971343,388
list-none-s,16,1000,1,48000,24445443,509
list-none-s,24,1000,1,72000,48872712,678
